City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Katsuura,JP,35.13,140.3,66.99,51,20,8.05,few clouds
362,Katobu,ID,-4.94,122.53,91.15,48,87,1.54,overcast clouds
363,Provideniya,RU,64.38,-173.3,21.04,84,26,6.96,scattered clouds
364,Port Lincoln,AU,-34.73,135.87,60.96,67,49,12.53,scattered clouds
365,Axim,GH,4.87,-2.24,76.95,90,10,5.01,clear sky
366,Saint-Marc,HT,19.11,-72.69,78.93,80,100,3.89,overcast clouds
367,Sinnamary,GF,5.38,-52.95,78.94,88,18,9.84,few clouds
368,Cabedelo,BR,-6.98,-34.83,77.0,88,40,3.36,scattered clouds
369,Hamilton,US,39.18,-84.53,39.2,93,1,3.96,mist
370,Ouallam,NE,14.32,2.09,79.16,16,0,10.33,clear sky
371,Carauari,BR,-4.88,-66.9,74.19,97,100,1.88,overcast clouds
372,Ternate,ID,0.8,127.4,84.92,72,47,12.26,light rain
373,Oktyabrskoye,RU,43.06,44.74,42.8,93,94,6.71,overcast clouds
374,Tahoua,NE,14.89,5.27,77.58,17,6,13.0,clear sky
375,Half Moon Bay,US,37.46,-122.43,57.0,87,1,3.42,clear sky
376,Tura,IN,25.52,90.22,83.7,70,96,3.76,light rain
377,Safaga,EG,26.73,33.94,76.41,66,0,12.21,clear sky
378,Governador Valadares,BR,-18.85,-41.95,72.1,94,99,2.93,light rain
379,Cherskiy,RU,68.75,161.3,4.55,88,94,5.41,overcast clouds
380,Kerman,IR,30.28,57.08,41.0,27,0,4.7,clear sky
381,Okhtyrka,UA,50.31,34.9,46.24,90,100,8.28,overcast clouds
382,Nurota,UZ,40.56,65.69,48.2,36,10,9.17,clear sky
383,Kalmunai,LK,7.42,81.82,87.51,58,100,8.41,overcast clouds
384,Polyarnyy,RU,69.2,33.45,26.6,100,75,2.24,broken clouds
385,Zasheyek,RU,67.41,32.55,26.96,97,1,4.21,clear sky
386,Clyde River,CA,70.47,-68.59,15.8,85,90,6.93,overcast clouds
387,Bria,CF,6.54,21.99,68.63,92,9,2.48,clear sky
388,Nara,JP,34.69,135.8,66.2,39,0,3.36,clear sky
389,Havoysund,NO,71.0,24.66,30.2,68,0,32.21,clear sky
390,Karla,EE,59.37,24.93,43.0,100,90,2.24,fog
391,Monrovia,LR,6.3,-10.8,78.21,83,51,5.41,moderate rain
392,Sabha,LY,27.04,14.43,55.98,69,17,9.15,few clouds
393,Simbahan,PH,6.3,120.58,82.22,80,100,12.84,light rain
394,Tezu,IN,27.92,96.17,82.42,44,92,1.92,overcast clouds
395,Yingcheng,CN,30.95,113.55,62.6,93,40,4.47,mist
396,Johnstown,US,40.33,-78.92,34.0,80,90,8.05,overcast clouds
397,Fare,PF,-16.7,-151.02,79.36,74,0,14.41,clear sky
398,Balsas,BR,-7.53,-46.04,74.46,85,51,2.59,broken clouds
399,Najran,SA,17.49,44.13,60.8,24,0,4.7,clear sky
400,Santa Cruz De La Palma,ES,28.68,-17.76,75.2,31,75,11.41,broken clouds
401,Kloulklubed,PW,7.04,134.26,85.21,78,42,20.67,light rain
402,Fort Nelson,CA,58.81,-122.7,15.8,92,20,4.7,few clouds
403,Jumla,NP,29.27,82.18,66.02,25,23,5.57,few clouds
404,Camrose,CA,53.02,-112.84,33.01,73,98,17.0,overcast clouds
405,Solwezi,ZM,-12.17,26.39,67.3,49,0,8.12,clear sky
406,Pisco,PE,-13.7,-76.22,64.4,82,90,4.7,overcast clouds
407,Pouebo,NC,-20.4,164.57,79.81,66,94,11.86,overcast clouds
408,Iki-Burul,RU,45.82,44.65,51.8,93,64,8.95,broken clouds
409,Mulege,MX,26.88,-111.98,68.65,58,83,2.19,broken clouds
410,Baghdad,IQ,33.34,44.4,57.2,54,0,3.36,haze
411,Ulladulla,AU,-35.35,150.47,64.99,77,40,5.82,moderate rain
412,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.28,87,100,9.31,overcast clouds
413,Cseteny,HU,47.32,17.99,55.99,82,0,21.92,clear sky
414,Oistins,BB,13.07,-59.53,80.6,88,40,16.11,scattered clouds
415,Moldovita,RO,47.68,25.53,42.8,87,75,5.82,broken clouds
416,Amahai,ID,-3.33,128.92,85.44,63,75,7.49,broken clouds
417,Biltine,TD,14.53,20.92,79.27,24,23,12.01,few clouds
418,Pevek,RU,69.7,170.31,19.22,97,100,9.06,light snow
419,Walvis Bay,NA,-22.96,14.51,53.01,87,60,5.82,broken clouds
420,Miami,US,25.77,-80.19,80.01,83,75,15.37,broken clouds
421,Westport,US,41.14,-73.36,33.8,80,1,5.82,clear sky
422,San Cristobal,VE,7.77,-72.22,67.44,92,98,3.0,moderate rain
423,Bembereke,BJ,10.23,2.66,69.53,46,21,1.43,few clouds
424,Windhoek,NA,-22.56,17.08,69.8,32,93,5.82,overcast clouds
425,Svetlogorsk,BY,52.63,29.73,40.89,96,84,6.31,broken clouds
426,Antofagasta,CL,-23.65,-70.4,59.0,82,90,10.29,overcast clouds
427,Komsomolskoye,RU,55.26,47.55,38.64,93,100,7.2,moderate rain
428,Zajecar,RS,43.9,22.26,51.01,7,93,11.48,overcast clouds
429,Basco,PH,20.45,121.97,77.0,72,74,29.66,broken clouds
430,Brignoles,FR,43.4,6.07,55.99,93,90,1.41,fog
431,Kuah,MY,6.33,99.84,86.0,79,40,3.36,scattered clouds
432,Bemidji,US,47.47,-94.88,36.0,74,1,17.22,clear sky
433,Gueret,FR,46.17,1.87,48.2,93,89,3.36,overcast clouds
434,Saint-Pierre,RE,-21.34,55.48,71.6,53,75,18.34,broken clouds
435,Nigde,TR,37.83,34.75,45.68,64,3,2.89,clear sky
436,La Mira,MX,18.04,-102.33,76.69,87,62,4.12,broken clouds
437,Morehead,US,37.27,-87.18,39.2,93,1,3.65,clear sky
438,Roma,US,43.21,-75.46,27.0,73,1,1.68,clear sky
439,Zhaotong,CN,27.32,103.72,53.13,87,100,5.03,overcast clouds
440,Cap Malheureux,MU,-19.98,57.61,73.0,49,0,10.0,clear sky
441,Uruzgan,AF,32.83,66.0,55.99,22,0,2.06,clear sky
442,Severna Park,US,39.07,-76.55,48.0,87,90,5.82,overcast clouds
443,Kananga,CD,-5.9,22.42,67.84,95,52,1.9,broken clouds
444,Brigantine,US,39.41,-74.36,43.0,80,1,10.29,clear sky
445,Yamethin,MM,20.43,96.15,84.83,69,17,3.11,few clouds
446,Sokolo,ML,14.73,-6.12,77.25,18,0,8.66,clear sky
447,Tamuin,MX,21.98,-98.75,59.22,80,0,1.1,clear sky
448,Malgrat De Mar,ES,41.65,2.74,41.0,100,46,2.66,fog
449,Byron Bay,AU,-28.65,153.62,75.2,94,75,19.46,heavy intensity rain
450,Atambua,ID,-9.11,124.89,88.77,45,2,1.99,clear sky
451,Zaysan,KZ,47.47,84.87,39.49,68,0,4.76,clear sky
452,Kiunga,PG,-6.12,141.29,90.81,55,52,3.53,light rain
453,Mahibadhoo,MV,3.78,72.97,82.99,69,68,5.12,broken clouds
454,Kottagudem,IN,17.55,80.63,80.94,63,50,5.68,scattered clouds
455,Denpasar,ID,-8.65,115.22,75.96,88,100,2.71,overcast clouds
456,Guymon,US,36.68,-101.48,48.2,81,1,10.29,clear sky
457,Inongo,CD,-1.95,18.27,71.65,92,90,2.3,overcast clouds
458,Port Hardy,CA,50.7,-127.42,46.4,100,5,3.36,clear sky
459,Eyl,SO,7.98,49.82,82.27,63,95,8.21,overcast clouds
460,Faanui,PF,-16.48,-151.75,79.12,72,3,15.97,clear sky
461,Saint Anthony,US,45.02,-93.22,39.2,59,1,12.75,clear sky
462,Guerrero Negro,MX,27.98,-114.06,66.87,61,28,8.72,scattered clouds
463,Korla,CN,41.76,86.15,50.07,43,58,7.58,broken clouds
464,Yatou,CN,37.15,122.38,64.27,54,65,16.06,broken clouds
465,Atherton,GB,53.52,-2.49,59.0,82,100,8.01,overcast clouds
466,Abilene,US,32.45,-99.73,50.0,61,1,5.82,clear sky
467,Itarema,BR,-2.92,-39.92,76.71,86,24,11.86,few clouds
468,Krasnopavlivka,UA,49.14,36.33,49.28,91,100,2.24,overcast clouds
469,Black Diamond,US,47.31,-122.0,52.0,83,89,1.39,overcast clouds
470,Fairbanks,US,64.84,-147.72,10.99,85,90,2.26,overcast clouds
471,Veraval,IN,20.9,70.37,86.65,38,0,7.81,clear sky
472,Bhadra,IN,29.12,75.17,81.75,16,0,4.38,clear sky
473,Nantucket,US,41.28,-70.1,42.01,59,75,17.22,broken clouds
474,Pulsano,IT,40.38,17.36,60.01,81,80,1.01,broken clouds
475,Taga,RO,46.95,24.05,43.0,93,90,5.82,mist
476,Kaeo,NZ,-35.1,173.78,70.0,85,59,8.99,light rain
477,Faya,SA,18.39,42.45,57.2,55,0,1.1,clear sky
478,Paris,FR,48.85,2.35,54.0,87,20,4.7,few clouds
479,Winnemucca,US,40.97,-117.74,42.8,18,1,6.93,clear sky
480,Eaglesham,GB,55.74,-4.27,46.99,87,100,13.87,overcast clouds
481,Isla Vista,US,34.41,-119.86,66.99,93,1,4.7,clear sky
482,Parral,MX,26.93,-105.67,53.2,48,87,5.86,overcast clouds
483,Sumbe,AO,-11.21,13.84,75.52,88,88,3.42,overcast clouds
484,Nemuro,JP,43.32,145.57,51.8,62,40,9.17,scattered clouds
485,Turka,UA,49.15,23.03,42.01,86,93,3.38,overcast clouds
486,Sungaipenuh,ID,-2.08,101.38,77.36,76,71,3.44,broken clouds
487,Beloha,MG,-25.17,45.05,73.65,48,0,11.1,clear sky
488,Mutis,CO,6.23,-77.4,77.09,84,99,4.36,light rain
489,Champerico,GT,14.3,-91.92,64.99,96,22,6.15,few clouds
490,Moose Factory,CA,51.26,-80.61,28.4,58,90,9.17,overcast clouds
491,Yangjiang,CN,21.85,111.97,78.01,63,22,8.93,few clouds
492,Oranjestad,AW,12.52,-70.03,80.6,88,40,3.36,scattered clouds
493,Jian,CN,27.12,114.98,71.67,54,67,6.31,broken clouds
494,Esso,RU,55.93,158.7,29.37,94,100,4.83,overcast clouds
495,Nabire,ID,-3.37,135.48,87.04,63,50,4.61,light rain
496,Puerto Carreno,CO,6.19,-67.49,79.39,88,92,4.47,light rain
497,Prince Rupert,CA,54.32,-130.32,46.4,93,90,6.93,light rain
498,Micheweni,TZ,-4.97,39.83,79.3,80,70,8.5,light rain
499,Oksfjord,NO,70.24,22.35,24.8,73,5,27.51,clear sky
500,Hay River,CA,60.82,-115.8,21.2,79,100,2.24,overcast clouds
501,Shimanovsk,RU,52.0,127.7,34.56,84,100,10.07,overcast clouds
502,Bang Saphan,TH,11.21,99.51,89.6,66,40,4.7,scattered clouds
503,Stornoway,GB,58.21,-6.39,48.2,76,100,14.99,moderate rain
504,Kupino,RU,54.37,77.3,35.87,87,96,9.35,overcast clouds
505,Takestan,IR,36.07,49.7,51.8,43,39,4.7,scattered clouds
506,Devils Lake,US,48.11,-98.87,39.99,86,1,24.16,clear sky
507,Panshi,CN,42.94,126.06,52.02,51,100,21.59,overcast clouds
508,Jiaocheng,CN,24.68,116.14,85.57,40,6,2.57,clear sky
509,Tomatlan,MX,19.93,-105.25,76.32,91,99,1.74,overcast clouds
510,Bhawanipatna,IN,19.9,83.17,79.41,53,45,3.78,scattered clouds
511,Beeville,US,28.4,-97.75,55.0,79,0,4.23,clear sky
512,Gushikawa,JP,26.35,127.87,80.6,57,20,24.16,few clouds
513,Lewistown,US,40.6,-77.57,39.2,86,90,3.36,overcast clouds
514,Meulaboh,ID,4.14,96.13,85.75,62,100,4.36,moderate rain
515,Zhanaozen,KZ,43.3,52.8,51.62,39,0,19.86,clear sky
516,Petatlan,MX,17.52,-101.27,75.02,84,72,4.0,broken clouds
517,Batticaloa,LK,7.71,81.69,85.55,64,100,8.59,overcast clouds
518,Sibolga,ID,1.74,98.78,86.65,59,42,5.93,scattered clouds
519,Huayucachi,PE,-12.13,-75.23,48.42,70,100,4.92,overcast clouds
520,Holme,DK,56.11,10.17,51.8,93,41,2.24,scattered clouds
521,Shebunino,RU,46.43,141.86,48.16,68,53,12.46,broken clouds
522,Mgachi,RU,51.05,142.27,42.84,64,35,5.88,scattered clouds
523,Charlestown,AU,-32.95,151.67,82.4,28,24,17.22,light rain
524,Cravo Norte,CO,6.3,-70.2,78.67,83,19,5.53,few clouds
525,Kozhevnikovo,RU,56.26,83.97,34.0,95,100,8.28,overcast clouds
526,Mahanje,TZ,-9.93,35.33,66.97,63,60,3.27,broken clouds
527,Svetlaya,RU,46.54,138.33,45.16,63,85,6.49,overcast clouds
528,Channel-Port Aux Basques,CA,47.57,-59.14,33.51,85,100,11.34,overcast clouds
529,Campo Verde,BR,-20.42,-54.07,68.0,88,75,11.41,broken clouds
530,Suicheng,CN,33.9,117.93,69.19,43,37,8.03,scattered clouds
531,Barreiros,BR,-8.82,-35.19,75.0,90,100,6.62,overcast clouds
532,Garowe,SO,8.41,48.48,79.05,52,12,6.29,few clouds
533,Santo Domingo,DO,18.5,-69.99,80.01,100,100,4.45,overcast clouds
534,Mackay,AU,-21.15,149.2,86.0,55,0,20.8,clear sky
535,Ankang,CN,32.68,109.02,59.79,72,100,1.52,overcast clouds
536,Nouakchott,MR,18.09,-15.98,71.6,78,0,14.99,clear sky
537,Villamontes,BO,-21.25,-63.5,66.78,37,100,3.06,overcast clouds
538,Springfield,US,37.22,-93.3,48.2,70,1,10.29,clear sky
539,Jawhar,SO,2.78,45.5,81.45,69,100,9.31,overcast clouds
540,Kirakira,SB,-10.45,161.92,82.83,71,73,3.04,broken clouds
541,Hokitika,NZ,-42.72,170.97,56.37,88,100,17.6,overcast clouds
542,Podosinovets,RU,60.28,47.07,34.21,93,100,6.64,light rain
543,Halifax,CA,44.65,-63.57,35.6,74,100,8.05,overcast clouds
544,Safakulevo,RU,54.99,62.54,35.22,86,84,8.48,broken clouds
545,Itoman,JP,26.12,127.67,80.6,54,40,19.46,shower rain
546,Laguna,US,38.42,-121.42,57.99,66,1,2.62,clear sky
547,Poum,NC,-20.23,164.02,79.36,75,99,15.84,overcast clouds
548,Leo,BF,11.1,-2.1,74.25,34,0,3.13,clear sky
549,Bronnoysund,NO,65.46,12.2,48.2,81,100,13.87,overcast clouds
550,Azare,NG,11.68,10.19,73.4,25,0,7.36,clear sky
551,Kamenka,RU,51.32,42.77,48.97,93,100,7.45,overcast clouds
552,Umm Kaddadah,SD,13.6,26.69,78.3,24,0,4.97,clear sky
553,Estelle,US,29.85,-90.11,57.2,87,0,4.7,clear sky
554,Mubende,UG,0.56,31.39,64.83,83,55,0.81,broken clouds
555,Pontarlier,FR,46.83,6.25,46.0,100,0,3.22,clear sky
556,Vestmannaeyjar,IS,63.44,-20.27,46.44,77,61,21.56,broken clouds
557,Trelleborg,SE,55.38,13.16,53.6,93,90,6.93,mist
558,Chak,PK,27.86,68.83,68.0,82,0,1.5,mist
559,Coxim,BR,-18.51,-54.76,72.28,82,51,6.67,broken clouds
560,Chandla,IN,25.08,80.2,82.06,23,5,4.09,clear sky
561,Labuhan,ID,-6.88,112.21,87.44,58,81,4.14,broken clouds
562,Virginia Beach,US,36.85,-75.98,54.0,66,1,14.99,clear sky
563,Hofn,IS,64.25,-15.21,45.64,82,40,19.48,light rain
564,Tiznit,MA,29.58,-9.5,66.69,26,0,5.08,clear sky
565,Ishigaki,JP,24.34,124.16,75.2,78,75,11.41,broken clouds
566,Mana,GF,5.66,-53.78,78.84,87,3,9.51,clear sky
567,Batamshinskiy,KZ,50.56,58.27,30.2,86,0,4.47,clear sky
